id,sku,numero_serie,status,data_entrada,fornecedor,marca,modelo,ano,categoria,tamanho,material_quadro,peso,cor,grupo,modelo_grupo,relacao,freios,rodas,suspensao,guidao,canote,pedivela,pneus,medidor_potencia,acessorios,condicao,quilometragem,historico_manutencao,garantia,observacoes_tecnicas,custo_bike,frete,seguro,montagem,revisao_inicial,custos_adicionais,valor_minimo,foto_completa,foto_cambio_frente,foto_cambio_traseiro,foto_freio,foto_numero_serie,fotos,created_at,updated_at,created_by,visivel_ecommerce,valor_mercado,override_icms_pct,override_imposto_venda_pct,override_taxa_financeira_pct,override_comissao_pct,override_markup_pct,valor_proposto
34b52f3e-c273-4f6a-b7a5-1c45cc9f09b0,,,em_estoque,2025-11-01,Ferraro,Felt,Iax Advanced 105 Mecanico,2025,Triathlon,54,Carbono,,Creme e Verde Claro,Shimano,105,12,TRP HD-T910,Devox,,,,,,,,nova,,,,"A Felt IAx Advanced redefine o conceito de ""custo-benefício"" no triathlon de alta performance. Desenvolvida com o mesmo DNA aerodinâmico da lendária série IA — a bicicleta mais vitoriosa na história do Ironman — a IAx traz tecnologia de ponta em um pacote acessível e de fácil manutenção.Com o robusto grupo Shimano 105 mecânico de 12 velocidades, esta máquina foi criada para triatletas que buscam a precisão, confiabilidade e a simplicidade de componentes mecânicos, sem sacrificar a velocidade.

🌟 Aerodinâmica Comprovada (DNA de Kona): Quadro em carbono UHC Advanced otimizado em túnel de vento (CFD) para máxima eficiência contra o arrasto.

🌟 Grupo Shimano 105 12v Mecânico: Trocas de marcha precisas, duráveis e de manutenção simples, ideais para treinos intensos e provas de longa distância.

🌟 Freios a Disco Hidráulicos: TRP HD-T910 de 2 pistões garantem controle e segurança total, mesmo em descidas técnicas ou chuva.Rainha do Fit: Projetada com foco na ajustabilidade. 

🌟 O cockpit Devox Bayonet 3.1 em alumínio permite dezenas de combinações para encontrar sua posição aero ideal.

🌟 Soluções de Armazenamento Inteligente: Compatível com os sistemas de armazenamento integrados Felt (como o bento box CALpac 2.0 no top tube) para nutrição e ferramentas.",30000,0,0,0,0,0,42500,https://jgxaojxilygfvhghsrgt.supabase.co/storage/v1/object/public/bikes-estoque-photos/34b52f3e-c273-4f6a-b7a5-1c45cc9f09b0/foto_completa-1779114725940.webp,https://jgxaojxilygfvhghsrgt.supabase.co/storage/v1/object/public/bikes-estoque-photos/34b52f3e-c273-4f6a-b7a5-1c45cc9f09b0/foto_cambio_frente-1778950616202.jpg,https://jgxaojxilygfvhghsrgt.supabase.co/storage/v1/object/public/bikes-estoque-photos/34b52f3e-c273-4f6a-b7a5-1c45cc9f09b0/foto_cambio_traseiro-1778950620976.jpg,https://jgxaojxilygfvhghsrgt.supabase.co/storage/v1/object/public/bikes-estoque-photos/34b52f3e-c273-4f6a-b7a5-1c45cc9f09b0/foto_freio-1778950652720.jpg,,{},2026-05-13 00:04:44.072583+00,2026-05-18 14:35:21.229791+00,,t,48500,14,,,,32,45250
ac2abe1f-9457-4525-97ec-a36f3b89c7cb,,,em_estoque,2025-12-01,Ferraro,Felt,Iax eTap Rival,2025,Triathlon,54,Carbono,,Vermelha,Sram,Rival eTap,12,TRT,Reynolds,,,,,,,,seminova,,,,"Desenhada para os ciclistas que buscam o máximo em performance e exclusividade, a Felt Iax eTap Rival é a definição da excelência em bicicletas premium. Com um sistema de transmissão eTap da SRAM, cada troca de marcha é precisa e instantânea, garantindo uma pedalada fluída e eficiente.

Equipada com freios a disco hidráulicos, a Iax garante máxima segurança e controle em qualquer situação, enquanto a geometria agressiva e aerodinâmica proporciona uma sensação única de velocidade e fluidez. Experimente a liberdade de pedalar com uma verdadeira máquina de elite, pronta para elevar suas conquistas a um novo patamar.",45000,0,0,0,0,0,47000,https://jgxaojxilygfvhghsrgt.supabase.co/storage/v1/object/public/bikes-estoque-photos/ac2abe1f-9457-4525-97ec-a36f3b89c7cb/foto_completa-1778945578674.png,,,,,{},2026-05-16 02:05:30.322021+00,2026-05-16 20:51:42.032772+00,,f,60000,0,0,,,15,51749.99999999999
d31a8b51-7501-48dd-96a7-92a5f4726797,,,em_estoque,2026-05-01,Ferrado,Felt,Iax Advanced Ultegra Di2,2025,Triathlon,51,Carbono,9,Azul,Shimano,Ultegra Di2,12,TR,Reynolds,,,,,,,,nova,,,,"🚀 Felt IAx Advanced Ultegra Di2: 

A Sua Evolução para o PódioVelocidade IA, Acessibilidade IAx. A nova Felt IAx Advanced eleva a lendária plataforma IA — vencedora seis vezes consecutivas do Campeonato Mundial de Kona — a um novo patamar de desempenho, projetada para triatletas que buscam tecnologia de ponta e facilidade de ajuste.

Equipada com o renomado grupo eletrônico Shimano Ultegra Di2 de 12 velocidades, esta máquina oferece trocas de marcha instantâneas e precisas, garantindo que você mantenha o ritmo ideal sem esforço, seja em um Sprint ou no seu próximo IRONMAN.

Por que Escolher a Felt IAx Advanced?

⚡ Aerodinâmica Vencedora: Quadro em fibra de carbono UHC Advanced, testado em túnel de vento, otimizado para cortar o ar e maximizar cada watt de potência.

⚡ Shifting Eletrônico de Elite: Grupo Shimano Ultegra Di2 12v garante desempenho impecável sob carga.

⚡ O Rei do Fit (Ajustabilidade): Diferente dos modelos integrados, a IAx oferece maior facilidade de ajuste de guidão e extensão, permitindo que você encontre a posição aero perfeita sem complicações técnicas.

⚡ Rodas de Carbono Reynolds: Equipada com rodas Reynolds AR58/62 DB (Tubeless Ready), oferecendo equilíbrio perfeito entre aerodinâmica e estabilidade em ventos laterais.

⚡ Freios a Disco Hidráulicos: Potência e confiança máxima nas descidas e curvas técnicas, sob qualquer condição climática.

⚡ Integração Inteligente: Inclui sistema de armazenamento de nutrição no top tube (CALPac) e caixa para itens de manutenção (BTSpac), mantendo o visual limpo e funcional.",50000,0,0,0,0,0,70000,https://jgxaojxilygfvhghsrgt.supabase.co/storage/v1/object/public/bikes-estoque-photos/d31a8b51-7501-48dd-96a7-92a5f4726797/foto_completa-1778629098636.webp,,,,,{},2026-05-12 23:37:57.326673+00,2026-05-17 18:01:26.86559+00,,t,85000,14,,,,,76950
c4c187c4-d892-4b4b-863a-616e6c5758cf,,,em_estoque,2026-05-16,,Cannondale,SuperSix 3,2025,Road,54,,,Braca (Detalhe Laranja),Shimano,105 Di2,12,,,,,,,,,,nova,,,,"Com design arrojado e performance inigualável, a Cannondale SuperSix 3 é a escolha dos ciclistas que buscam excelência em cada pedalada. Com sua estrutura leve e aerodinâmica, essa máquina de elite oferece uma aceleração explosiva e controle preciso em curvas e retas. Equipada com tecnologia de ponta e componentes premium, como o grupo Shimano Ultegra, ela proporciona uma experiência de pedal única, elevando seu desempenho a um novo nível. Domine as pistas e conquiste novos horizontes com a SuperSix 3 - a essência da velocidade e do prestígio sobre duas rodas.",23000,0,0,0,0,0,29500,https://jgxaojxilygfvhghsrgt.supabase.co/storage/v1/object/public/bikes-estoque-photos/c4c187c4-d892-4b4b-863a-616e6c5758cf/foto_completa-1778896024396.png,,,,,{},2026-05-16 01:37:05.481616+00,2026-05-16 21:19:56.597429+00,,f,34000,10,,10,,30,32890
28ef60a4-41d5-41bc-8950-02b849d1d7d7,,,em_estoque,2025-08-01,Ferraro,Felt,VR 60 Tiagra,2021,Road,56,,,Prata,Shimano,,,"",,,,,,,,,nova,,,,"Desenhada para os ciclistas que buscam a combinação perfeita entre performance e conforto, a Felt VR Tiagra é a escolha ideal para quem exige o melhor em suas pedaladas. Com um quadro de carbono de alta qualidade e geometria aprimorada, essa máquina oferece uma experiência de pedal suave e ágil, garantindo máxima eficiência em cada quilômetro percorrido.

Equipada com o renomado grupo Shimano Tiagra, a Felt VR proporciona trocas de marchas precisas e confiáveis, elevando seu desempenho a um nível superior. Seus freios a disco proporcionam uma frenagem potente e segura em qualquer condição, oferecendo total controle e confiança durante todo o percurso.

Sinta a liberdade de acelerar sem limites, desfrutando de cada curva e reta com a certeza de estar pilotando uma verdadeira obra-prima do ciclismo de estrada. Domine as ruas com estilo, leveza e exclusividade, elevando seu treino a um novo patamar de excelência. Escolha a Felt VR Tiagra e experimente a emoção de pedalar com uma bicicleta premium, feita para os verdadeiros apaixonados pela velocidade e pelo prestígio nas duas rodas.",8500,0,0,0,0,0,10500,https://jgxaojxilygfvhghsrgt.supabase.co/storage/v1/object/public/bikes-estoque-photos/28ef60a4-41d5-41bc-8950-02b849d1d7d7/foto_completa-1778896071664.jpg,,,,,{},2026-05-16 01:34:07.297574+00,2026-05-16 21:21:23.872677+00,,f,12500,,,,,35,12622.5
7be0d58c-b81e-43eb-8404-06d68d48a8d9,,,em_estoque,2025-01-01,,Sava,Carbon,2020,MTB,19,Carbono,,Preta,Shimano,Deore XT,12,Deore XT,Shimano,Manitou,,,,,,,seminova,,,,,10000,0,0,0,0,0,10000,https://jgxaojxilygfvhghsrgt.supabase.co/storage/v1/object/public/bikes-estoque-photos/7be0d58c-b81e-43eb-8404-06d68d48a8d9/foto_completa-1778950351771.jpg,https://jgxaojxilygfvhghsrgt.supabase.co/storage/v1/object/public/bikes-estoque-photos/7be0d58c-b81e-43eb-8404-06d68d48a8d9/foto_cambio_frente-1778950356869.jpg,https://jgxaojxilygfvhghsrgt.supabase.co/storage/v1/object/public/bikes-estoque-photos/7be0d58c-b81e-43eb-8404-06d68d48a8d9/foto_cambio_traseiro-1778950361940.jpg,https://jgxaojxilygfvhghsrgt.supabase.co/storage/v1/object/public/bikes-estoque-photos/7be0d58c-b81e-43eb-8404-06d68d48a8d9/foto_freio-1778950369712.jpg,,{},2026-05-16 16:08:11.232264+00,2026-05-26 18:56:15.870078+00,,f,12500,0,0,10,,18,11000
dfd99179-f33f-4f69-bb7d-fa3bc6d8da75,,,em_estoque,2026-01-01,Ferraro,Felt,VR Advanced 105 Di2,2022,Road,54,,,Azul,Shimano,Di2,12,,Reynolds,,,,,,,,nova,,,,"Desenvolvida para os ciclistas mais exigentes em busca de performance e conforto excepcionais, a Felt VR Advanced 105 Di2 é a escolha definitiva para quem busca a combinação perfeita entre tecnologia e sensação única de liberdade. Com sistema eletrônico de trocas Di2, cada mudança de marcha é precisa, garantindo uma pedalada suave e eficiente. Sua geometria avançada proporciona estabilidade nas curvas e agilidade nas retas, enquanto o quadro de alta qualidade e os componentes de elite garantem uma experiência de pilotagem inigualável. Surpreenda-se com o que é possível alcançar ao pedalar essa obra-prima da engenharia. Venha experimentar a verdadeira essência da velocidade e do prestígio sobre duas rodas.",25000,0,0,0,0,0,34500,https://jgxaojxilygfvhghsrgt.supabase.co/storage/v1/object/public/bikes-estoque-photos/dfd99179-f33f-4f69-bb7d-fa3bc6d8da75/foto_completa-1779116183282.webp,https://jgxaojxilygfvhghsrgt.supabase.co/storage/v1/object/public/bikes-estoque-photos/dfd99179-f33f-4f69-bb7d-fa3bc6d8da75/foto_cambio_frente-1778950510152.jpg,https://jgxaojxilygfvhghsrgt.supabase.co/storage/v1/object/public/bikes-estoque-photos/dfd99179-f33f-4f69-bb7d-fa3bc6d8da75/foto_cambio_traseiro-1778950515381.jpg,https://jgxaojxilygfvhghsrgt.supabase.co/storage/v1/object/public/bikes-estoque-photos/dfd99179-f33f-4f69-bb7d-fa3bc6d8da75/foto_freio-1778950520525.jpg,,{},2026-05-16 01:21:17.063313+00,2026-05-26 18:59:10.751403+00,,f,44000,,,,,20,33000
79fab19e-4cef-418f-b803-51a11b645cdb,,,em_estoque,2026-05-16,Ferraro,Felt,VR Advanced 105 Mecanico,2024,Road,54,,,Preta,Shimano,105 Mecanico,12,,,,,,,,,,seminova,,,,"Desenvolvida para ciclistas que buscam a combinação perfeita entre desempenho e conforto, a Felt VR Advanced 105 Mecânico eleva a experiência de pedal a um novo nível de excelência. Com um quadro em carbono de alta qualidade e geometria ajustada, essa máquina oferece uma pedalada suave e responsiva, proporcionando uma sensação de controle incomparável em qualquer terreno.

Equipada com o renomado grupo Shimano 105, a Felt VR Advanced garante trocas de marcha precisas e confiáveis, enquanto as rodas de alta performance garantem eficiência e velocidade máximas. Combinando tecnologia de ponta com design elegante, esta bicicleta premium é a escolha ideal para quem busca o ápice do ciclismo de estrada.

Experimente a sensação única de pedalar com a Felt VR Advanced 105 Mecânico e eleve seu desempenho a um novo patamar. Seja o protagonista da estrada e conquiste cada quilômetro com estilo e prestígio incomparáveis.",18500,0,0,0,0,0,21000,https://jgxaojxilygfvhghsrgt.supabase.co/storage/v1/object/public/bikes-estoque-photos/79fab19e-4cef-418f-b803-51a11b645cdb/foto_completa-1778948968521.jpg,https://jgxaojxilygfvhghsrgt.supabase.co/storage/v1/object/public/bikes-estoque-photos/79fab19e-4cef-418f-b803-51a11b645cdb/foto_cambio_frente-1778948978076.jpg,https://jgxaojxilygfvhghsrgt.supabase.co/storage/v1/object/public/bikes-estoque-photos/79fab19e-4cef-418f-b803-51a11b645cdb/foto_cambio_traseiro-1778948988941.jpg,https://jgxaojxilygfvhghsrgt.supabase.co/storage/v1/object/public/bikes-estoque-photos/79fab19e-4cef-418f-b803-51a11b645cdb/foto_freio-1778949006211.jpg,,{},2026-05-16 02:02:42.050233+00,2026-05-16 21:16:29.316146+00,,f,23000,0,0,,,20,22200
f44d1248-6d03-444f-a9ee-a933193262e3,,,em_estoque,2025-11-01,Ferrado,Felt,Iax Advanced 105 Di2,2025,Triathlon,54,,,Roxa,Shimano,105 Di2,12,,Devox,,,,,,,,nova,,,,"""Potência e elegância se unem na Felt Iax Advanced 105 Di2. Com design aerodinâmico e performance de elite, esta máquina é feita para os ciclistas mais exigentes. Equipada com câmbio eletrônico de alta precisão, garante trocas suaves e eficientes. Sinta o vento a seu favor e conquiste novos desafios com estilo incomparável. Domine as estradas com a bike que eleva sua experiência a um novo nível.""",35000,0,0,0,0,0,52000,https://jgxaojxilygfvhghsrgt.supabase.co/storage/v1/object/public/bikes-estoque-photos/f44d1248-6d03-444f-a9ee-a933193262e3/foto_completa-1779115865820.png,https://jgxaojxilygfvhghsrgt.supabase.co/storage/v1/object/public/bikes-estoque-photos/f44d1248-6d03-444f-a9ee-a933193262e3/foto_cambio_frente-1778950567727.jpg,https://jgxaojxilygfvhghsrgt.supabase.co/storage/v1/object/public/bikes-estoque-photos/f44d1248-6d03-444f-a9ee-a933193262e3/foto_cambio_traseiro-1778950572844.jpg,https://jgxaojxilygfvhghsrgt.supabase.co/storage/v1/object/public/bikes-estoque-photos/f44d1248-6d03-444f-a9ee-a933193262e3/foto_freio-1778950685913.jpg,,{},2026-05-15 20:16:37.996084+00,2026-05-18 14:51:07.490562+00,,t,58500,14,,,,,
4eb027cc-7bd1-4dff-8e47-35c739daf52f,,,em_estoque,2026-06-22,,Cannondale,Scalpel 1,2025,MTB,M,Fibra de Carbono,,Carbono,"",XO T-type 12v,10/50,"SRAM,LEVEL SILVER STEALTH 4 PISTON, HYDRAULIC","DT SWISS,XRC 1501 SPLINE ONE / (R) DT SWISS,XR","Lefty Ocho 120 Carbon, 120mm, Chamber Damper, OppO Spring System, tapered steerer, 50mm offset, TwistLoc Ultimate remote dual lockout","SystemBar XC-One Flat, carbon, integrated bar/stem, internal cable routing, 5° upsweep, 8° backsweep","FOX, TRANSFER SL, 31.6X480MM X 150MM","SRAM,X0 EAGLE T-TYPE, 12 Speed, 170mm",Maxxis 2.4,,,nova,,,,,0,0,0,0,0,0,,,,,,,{},2026-06-22 19:36:09.872604+00,2026-06-22 19:36:09.872604+00,,f,84990,,,,,,
